domain,page,website,IXOprice,currentPrice,ROI,discord_urls,twitter_urls,telegram_urls,ticktok_urls,instagram_urls,facebook_urls,youtube_urls,github_urls,linkedin_urls
depocket.com,https://cryptorank.io/ico/depocket,https://depocket.com/?utm_source=cryptorank,0.250,0.148,0.59,,https://twitter.com/DePocketFinance,https://t.me/depocket,,,https://www.facebook.com/depocketfinance,,https://github.com/depocket,
ageoftanks.io,https://cryptorank.io/ico/age-of-tanks,https://ageoftanks.io?utm_source=cryptorank,0.100,0.218,2.18,,https://twitter.com/AgeOfTanksNFT,https://t.me/ageoftanksdiscussion,,,,,,
victoriavr.com,https://cryptorank.io/ico/victoria-vr,https://victoriavr.com/?utm_source=cryptorank,0.00295,0.480,162.71,,https://twitter.com/VictoriaVRcom,https://t.me/victoriavrgroup,,,,,,https://www.linkedin.com/company/victoriavr
kingspeed.io,https://cryptorank.io/ico/kingspeed,https://kingspeed.io?utm_source=cryptorank,0.05,0.0773,1.55,,https://twitter.com/kingspeed_io,https://t.me/kingspeedglobal,,,https://www.facebook.com/kingspeed.io,,,
cheersland.org,https://cryptorank.io/ico/cheers-land,https://cheersland.org?utm_source=cryptorank,0.125,0.0749,0.6,,https://twitter.com/cheers_land,https://t.me/cheersland_news,,,,,,
heroestd.io,https://cryptorank.io/ico/heroes-td,https://www.heroestd.io/?utm_source=cryptorank,0.06,0.720,12,,https://twitter.com/heroes_td,https://t.me/HeroesTD_Club,,,,,https://github.com/heroestd/heroestd-token,
pixelsquid.site,https://cryptorank.io/ico/pixelsquid,https://pixelsquid.site/#about?utm_source=cryptorank,0.0022,0.00102,0.46,,https://twitter.com/PixelSquidBSC,https://t.me/PixelSquidBSC,,,,,,
minesofdalarnia.com,https://cryptorank.io/ico/mines-of-dalarnia,https://www.minesofdalarnia.com?utm_source=cryptorank,0.075,2.11,28.08,,https://twitter.com/MinesOfDalarnia,https://t.me/MinesOfDalarnia,,,https://www.facebook.com/gaming/minesofdalarnia,https://www.youtube.com/channel/UCvOzJMlTSOeMYoMH4z_gGIw,,https://www.linkedin.com/company/minesofdalarniagame/
madworld.io,https://cryptorank.io/ico/madworld,https://www.madworld.io/?utm_source=cryptorank,0.028,0.129,4.6,,https://twitter.com/Madworldnft,https://t.me/MADworld_Official,,,,,https://github.com/madworld-io/madworld-contracts,
anomus.io,https://cryptorank.io/ico/anomus,https://www.anomus.io?utm_source=cryptorank,0.003,0.00146,0.49,,https://twitter.com/MrAnomus,https://t.me/anomuspublic,,,,,,
onerare.io,https://cryptorank.io/ico/onerare,https://onerare.io?utm_source=cryptorank,0.200,0.218,1.09,,https://twitter.com/onerarenft,,,,,,,
unixgaming.org,https://cryptorank.io/ico/unix-gaming,https://unixgaming.org?utm_source=cryptorank,0.831,0.399,0.48,,https://twitter.com/unixplaytoearn,https://t.me/unix_token,,,,https://www.youtube.com/channel/UC_1aJyHgZ5YIzZmaGe_XOcg,,
dtravel.com,https://cryptorank.io/ico/dtravel,https://www.dtravel.com/?utm_source=cryptorank,0.09,0.313,3.47,,https://twitter.com/DtravelDAO,https://t.me/dtravelcommunity,,,,,,https://www.linkedin.com/company/dtraveldao/
monox.finance,https://cryptorank.io/ico/monox-protocol,https://monox.finance/home?utm_source=cryptorank,0.400,2.17,5.43,,https://twitter.com/MonoXFinance,https://t.me/MonoXOfficial,,,,,,
bemil.io,https://cryptorank.io/ico/bemil,https://bemil.io?utm_source=cryptorank,0.01,0.170,17,,https://twitter.com/BemilGame,https://t.me/bemil_chat,,,,,,
gunstar.io,https://cryptorank.io/ico/gunstar-metaverse,https://gunstar.io/?utm_source=cryptorank,0.035,0.542,15.47,,https://twitter.com/GunStar_io,https://t.me/GunStarAnnouncements,,,,https://www.youtube.com/channel/UCul9tzCYDlbgtPFwCSvTFDw,,
nunet.io,https://cryptorank.io/ico/nunet,https://nunet.io/?utm_source=cryptorank,0.03,0.0964,3.21,,https://twitter.com/nunet_global,https://t.me/NuNet_Community,,,https://www.facebook.com/NunetGlobal,,,
polkafantasy.com,https://cryptorank.io/ico/polkafantasy,https://polkafantasy.com/?utm_source=cryptorank,0.05,0.554,11.07,,https://twitter.com/PolkaFantasy,https://t.me/PolkaFantasyOfficial,,,,,,
infinitelaunch.io,https://cryptorank.io/ico/infinite-launch,https://infinitelaunch.io/?utm_source=cryptorank,0.015,0.204,13.59,,https://twitter.com/InfiniteLaunch,https://t.me/InfiniteLaunch,,,,,,
mine.network,https://cryptorank.io/ico/mine-network,https://mine.network/?utm_source=cryptorank,0.01,0.0598,5.98,,https://twitter.com/mine_blockchain,https://t.me/mine_blockchain,,,,,https://github.com/Mine-Blockchain,
sportsicon.com,https://cryptorank.io/ico/sportsicon,https://sportsicon.com?utm_source=cryptorank,0.750,0.477,0.64,,https://twitter.com/sportsicon,https://t.me/sportsiconchat,,,,,,
inpoker.io,https://cryptorank.io/ico/inpoker,https://inpoker.io/main?utm_source=cryptorank,0.02,0.00373,0.19,,https://twitter.com/influencerpoker,https://t.me/inpokergroup,,,https://www.facebook.com/influencerpoker/,https://www.youtube.com/channel/UCkWI8-p2lGomTeuvFM7kV5Q,,
defiland.app,https://cryptorank.io/ico/defi-land,https://defiland.app/#about?utm_source=cryptorank,0.005,0.156,31.22,,https://twitter.com/DeFi_Land,https://t.me/defiland_official,,,,,,
tryhards.io,https://cryptorank.io/ico/tryhards,https://tryhards.io/?utm_source=cryptorank,0.09,0.129,1.44,,https://twitter.com/Tryhardsio,https://t.me/Tryhards_io_official,,,https://www.facebook.com/Tryhards_io-105707358511041/,,,
cryptodicehero.io,https://cryptorank.io/ico/cryptodicehero,https://cryptodicehero.io/home?utm_source=cryptorank,0.08,0.0279,0.35,,https://twitter.com/CryptoDiceHero,https://t.me/CryptoDiceHero_Official,,,,,,
moonscapegame.com,https://cryptorank.io/ico/moonscapegame,https://www.moonscapegame.com/?utm_source=cryptorank,0.000125,0.00813,65.07,,https://twitter.com/MoonscapeGame,https://t.me/moonscape_game,,,,,,
lovelace.world,https://cryptorank.io/ico/lovelace,https://www.lovelace.world?utm_source=cryptorank,0.045,0.316,7.02,,https://twitter.com/LovelaceWorld,https://t.me/lovelaceofficial,,,,,,
talecraft.io,https://cryptorank.io/ico/tale-craft,https://talecraft.io/?utm_source=cryptorank,0.280,1.04,3.73,,https://twitter.com/talecraftio,https://t.me/talecraft,,,,,,
everlens.io,https://cryptorank.io/ico/everlens,https://everlens.io/index.html?utm_source=cryptorank,0.0075,0.0311,: ,,https://twitter.com/everlensnft,https://t.me/everlensnft,,,,,,
thekillboxgame.com,https://cryptorank.io/ico/the-killbox,https://www.thekillboxgame.com/index.html?utm_source=cryptorank,0.0035,0.0265,7.57,,https://twitter.com/TheKillboxgame,https://t.me/TheKillboxtoken,,,https://www.facebook.com/thekillbox2016,,,
realrealm.io,https://cryptorank.io/ico/real-realm,https://realrealm.io/#home?utm_source=cryptorank,0.0125,0.0482,3.86,,https://twitter.com/RealRealmGame,https://t.me/realrealmofficial,,,https://www.facebook.com/realrealmgame,,,
bluehorizon.art,https://cryptorank.io/ico/blue-horizon,https://www.bluehorizon.art/?utm_source=cryptorank,0.06,0.0337,0.56,,https://twitter.com/BlueHorizonNFT,https://t.me/BlueHorizonNFT,,,,,,
ardana.org,https://cryptorank.io/ico/ardana,https://ardana.org/?utm_source=cryptorank,0.600,2.88,4.8,https://discord.gg/c9skrZvsqH,https://twitter.com/ardanaproject,https://t.me/ardanaofficial,,,,,,https://www.linkedin.com/company/ardanalabs/
sonar.watch,https://cryptorank.io/ico/sonar-watch,https://sonar.watch?utm_source=cryptorank,0.200,0.221,1.1,,https://twitter.com/Sonarwatch,https://t.me/Sonar_Watch_TG,,,,,https://github.com/sonar-watch/,
kakanft.com,https://cryptorank.io/ico/kaka-nft,https://kakanft.com/?utm_source=cryptorank,0.150,0.569,3.79,,https://twitter.com/kakanftworld,https://t.me/KAKANFTWORLD,,,,,,
starchi.gg,https://cryptorank.io/ico/starchi,https://starchi.gg/?utm_source=cryptorank,0.03,0.0929,3.1,,https://twitter.com/OfficialStarchi,https://t.me/OfficialStarchi,,,,,,
spacey2025.com,https://cryptorank.io/ico/spacey-2025,https://www.spacey2025.com/?utm_source=cryptorank,4,10.02,2.51,,https://twitter.com/spacey2025,https://t.me/Spacey2025,,,https://www.facebook.com/SpaceY-2025-102636005328431,,,
sugarbounce.com,https://cryptorank.io/ico/sugar-bounce,https://sugarbounce.com/?utm_source=cryptorank,0.550,0.824,1.5,,https://twitter.com/SugarBounceNSFW,https://t.me/SugarBounceNSFW,,,,https://www.youtube.com/channel/UCYLci1BnEHJADNyjGZ1t6kw,,
vodkatoken.com,https://cryptorank.io/ico/vodka-token,https://vodkatoken.com/?utm_source=cryptorank,0.0001,0.00145,14.5,,https://twitter.com/VodkaToken,https://t.me/vodkatoken,,,,,,
zukimoba.com,https://cryptorank.io/ico/zuki-moba,https://zukimoba.com/?utm_source=cryptorank,0.018,0.0631,3.51,,https://twitter.com/ZukiMoba,https://t.me/ZukiMoba,,,https://www.facebook.com/ZukiMoba/,https://www.youtube.com/channel/UCQi8wpDHQhfdcGP_LVnsEGg,https://github.com/ZukiMoba,
lordarena.com,https://cryptorank.io/ico/lord-arena,http://lordarena.com/?utm_source=cryptorank,0.01,0.00713,0.71,,https://twitter.com/LordArenaNFT,https://t.me/LordArena,,,,,,
antex.org,https://cryptorank.io/ico/antex,https://antex.org/?utm_source=cryptorank,0.00025,0.000495,1.98,,https://twitter.com/AntEx_Offical,https://t.me/AntExChat,,,https://www.facebook.com/antexannoucement,https://www.youtube.com/c/antexofficial,,
goldfever.io,https://cryptorank.io/ico/gold-fever,https://goldfever.io?utm_source=cryptorank,0.145,4.32,29.8,,https://twitter.com/goldfevergame,https://t.me/goldfevergame,,,,,,
apricot.one,https://cryptorank.io/ico/apricot,https://apricot.one/?utm_source=cryptorank,0.300,0.0911,0.3,,https://twitter.com/ApricotFinance,https://t.me/ApricotOfficial,,,,,,
elpis.game,https://cryptorank.io/ico/elpis-battle,https://elpis.game/#home?utm_source=cryptorank,0.03,0.114,3.8,,https://twitter.com/ElpisBattle,https://t.me/elpisbattle_official,,,https://www.facebook.com/ElpisBattle,,,
playermon.com,https://cryptorank.io/ico/playermon,https://playermon.com?utm_source=cryptorank,0.038,0.0478,1.26,,https://twitter.com/playermons,https://t.me/playermon,,,https://www.facebook.com/playermonofficial,https://www.youtube.com/channel/UC3K6Nk381qM6K6wP9-Z7Gmg,,
daolaunch.net,https://cryptorank.io/ico/daolaunch,https://daolaunch.net?utm_source=cryptorank,1,5.82,5.82,,https://twitter.com/DAOLaunch,https://t.me/daolaunchcommunity,,,,,,
mediaeyenft.com,https://cryptorank.io/ico/media-eye,https://mediaeyenft.com/?utm_source=cryptorank,0.150,0.02,0.13,,https://twitter.com/MeDIAeYeNFT,https://t.me/MeDIAeYeNFTofficial,,,,,,
apefarmer.com,https://cryptorank.io/ico/ape-farmer,https://apefarmer.com?utm_source=cryptorank,0.750,0.132,: ,,https://twitter.com/ApeFarmer,https://t.me/apefarmeryields,,,,,,
aurora.dev,https://cryptorank.io/ico/aurora-evm,https://aurora.dev?utm_source=cryptorank,8.7,24.85,2.86,,https://twitter.com/auroraisnear,https://t.me/auroraisnear,,,,https://www.youtube.com/channel/UC5inYyvUO10iL65hBPFtpvg,https://github.com/aurora-is-near,
genopets.me,https://cryptorank.io/ico/genopets,https://www.genopets.me/?utm_source=cryptorank,0.800,11.10,13.87,,https://twitter.com/genopets,https://t.me/CryptoRankNews,,,,,,
numbersprotocol.io,https://cryptorank.io/ico/numbers-protocol,https://www.numbersprotocol.io/?utm_source=cryptorank,0.04,1.07,26.81,,https://twitter.com/numbersprotocol,https://t.me/CryptoRankNews,,,,,https://github.com/numbersprotocol,
tempus.finance,https://cryptorank.io/ico/tempus,https://www.tempus.finance/?utm_source=cryptorank,0.510,0.156,0.31,,https://twitter.com/tempusfinance,https://t.me/tempusfinance,,,,,https://github.com/tempus-finance,
titanhunters.io,https://cryptorank.io/ico/titan-hunters,https://www.titanhunters.io/?utm_source=cryptorank,0.012,0.131,10.96,,https://twitter.com/Titan_Hunters,https://t.me/TitanHunters,,,https://www.facebook.com/TitanHunters,https://www.youtube.com/channel/UCTSS-dj6Jx687X-vJHOqDsw,,
resource.finance,https://cryptorank.io/ico/resource-protocol,https://resource.finance/?utm_source=cryptorank,0.450,1.35,3.01,,https://twitter.com/resourcemutual,https://t.me/theresourcenetwork,,,https://www.facebook.com/resourcenetwork1,,https://github.com/ReSource-Network/,https://www.linkedin.com/company/resourcenetwork/
niftify.io,https://cryptorank.io/ico/niftify,https://www.niftify.io/?utm_source=cryptorank,0.250,0.244,0.98,,https://twitter.com/Niftify_io,https://t.me/niftifycommunity,,,https://www.facebook.com/niftify.io/,,,https://www.linkedin.com/company/niftify/
libredefi.io,https://cryptorank.io/ico/libre-defi,https://www.libredefi.io/?utm_source=cryptorank,0.180,0.0794,0.44,,https://twitter.com/LibreDeFi,https://t.me/Libredefiofficial,,,,https://www.youtube.com/channel/UC83Ftka5c8KBzIqkow5NTXw,,https://www.linkedin.com/company/libredefi/
corestarter.com,https://cryptorank.io/ico/corestarter,https://corestarter.com?utm_source=cryptorank,0.100,0.0981,0.98,,https://twitter.com/CoreStarter,https://t.me/corestarter_chat,,,,,,
therealmdefenders.com,https://cryptorank.io/ico/realm-defenders,https://therealmdefenders.com/?utm_source=cryptorank,0.05,0.0163,0.33,,https://twitter.com/realm_defenders,https://t.me/TheRealmDefenders,,,,,,
market.onquidd.com,https://cryptorank.io/ico/quidd,https://market.onquidd.com/?utm_source=cryptorank,0.250,1.73,6.92,,https://twitter.com/quidd,https://t.me/quiddtokentraders,,,,,https://github.com/animoca/quidd-ethereum-contracts/blob/master/contracts/token/ERC20/QUIDD.sol,
xdefi.io,https://cryptorank.io/ico/xdefi-wallet,https://www.xdefi.io/?utm_source=cryptorank,1.24,1.12,0.9,,https://twitter.com/xdefi_wallet,https://t.me/xdefi_io,,,,,,
warena.io,https://cryptorank.io/ico/warena,https://www.warena.io?utm_source=cryptorank,2.4,1.25,0.52,,https://twitter.com/warenaofficial,https://t.me/warenachat,,,,https://www.youtube.com/channel/UCQnmYpytaibTz6Uw-K6LcxQ,,
centaurify.com,https://cryptorank.io/ico/centaurify,https://centaurify.com?utm_source=cryptorank,0.0501,0.0187,: ,,https://twitter.com/Centaurify,https://t.me/Centaurify,,,,,,
dexsport.io,https://cryptorank.io/ico/dexsport,https://dexsport.io/?utm_source=cryptorank,0.0225,0.0446,1.98,,https://twitter.com/dexsport_io,https://t.me/dexsport_en,,,,,,
nftbomb.org,https://cryptorank.io/ico/nftbomb,https://nftbomb.org/#/?utm_source=cryptorank,0.05,0.0262,0.52,,https://twitter.com/NFTBomb,https://t.me/NFTBombEn,,,,,https://github.com/NFTBomb-Platform,
fcporto.pt,https://cryptorank.io/ico/fc-porto,https://www.fcporto.pt/pt?utm_source=cryptorank,1,3.11,3.11,,https://twitter.com/fcporto,https://t.me/CryptoRankNews,,,,,,
velhalla.io,https://cryptorank.io/ico/velhalla,https://velhalla.io/?utm_source=cryptorank,0.001,0.0723,72.32,,https://twitter.com/velhallaproject,https://t.me/Velhallaofficial,,,,,,
indodex.io,https://cryptorank.io/ico/indodex,https://indodex.io/en?utm_source=cryptorank,0.00635,0.00713,1.12,,https://twitter.com/indodex_,https://t.me/indodex,,,,,,
yin.finance,https://cryptorank.io/ico/yin-finance,https://yin.finance?utm_source=cryptorank,0.300,0.951,3.17,,https://twitter.com/YinFinance,https://t.me/YinFinance,,,,,https://github.com/YinFinance,
mytheria.io,https://cryptorank.io/ico/mytheria,https://mytheria.io/?utm_source=cryptorank,0.135,1.28,9.48,,https://twitter.com/mytheria_MYRA,https://t.me/MytheriaGlobal,,,https://www.facebook.com/MytheriaOfficial,https://www.youtube.com/channel/UCLCbvU5_d4LtWSioAYcp68A,,
cryptoxpress.com,https://cryptorank.io/ico/cryptoxpress,https://cryptoxpress.com/?utm_source=cryptorank,1.4,1.27,0.91,,https://twitter.com/crypto_xpress,https://t.me/crypto_xpress,,,https://www.facebook.com/iamCryptoxpress/,,,
aspo.world,https://cryptorank.io/ico/aspo-world,https://aspo.world/?utm_source=cryptorank,0.05,0.409,8.17,,https://twitter.com/AspoWorld,,,,https://www.facebook.com/aspoworldgosu,https://www.youtube.com/channel/UCxNjpMPgPfeceY497FoKHPw,https://github.com/phugt/aspoerc20,
fabwelt.com,https://cryptorank.io/ico/fabwelt,https://www.fabwelt.com/?utm_source=cryptorank,0.014,0.0296,2.11,,https://twitter.com/fabwelttoken,https://t.me/FabweltToken,,,https://www.facebook.com/Fabwelt/,,https://github.com/Fabwelt,
placewar.io,https://cryptorank.io/ico/placewar,https://placewar.io/?utm_source=cryptorank,0.014,0.135,9.63,,https://twitter.com/placewar_game,https://t.me/placewar,,,https://www.facebook.com/placewargame,,,
thespartans.io,https://cryptorank.io/ico/the-spartans,https://thespartans.io/?utm_source=cryptorank,0.700,0.183,0.26,,https://twitter.com/TheSpartansBSC,https://t.me/thespartanscommunity,,,,,,
cryowar.com,https://cryptorank.io/ico/cryowar,https://cryowar.com?utm_source=cryptorank,0.028,1.18,42.07,,https://twitter.com/CryowarDevs,https://t.me/cryowar,,,,,,
9dnft.com,https://cryptorank.io/ico/9-d-nft,https://9dnft.com?utm_source=cryptorank,0.049,0.571,11.65,,https://twitter.com/9DNFT,https://t.me/Official_9DNFT,,,https://www.facebook.com/9DNFT,https://www.youtube.com/channel/UCKtcgxA_oisjCsjuDsXLNxw,,
thedynasty.app,https://cryptorank.io/ico/the-dynasty,https://www.thedynasty.app/?utm_source=cryptorank,0.04,0.022,0.55,,https://twitter.com/Thedynasty_app,https://t.me/thedynastybsc,,,https://www.facebook.com/Thedynastyapp/,https://www.youtube.com/channel/UCghC9k2Q7hUVFWr9sjlWkTg,,
crabada.com,https://cryptorank.io/ico/crabada,https://www.crabada.com/?utm_source=cryptorank,0.018,0.750,41.67,,https://twitter.com/PlayCrabada,https://t.me/PlayCrabada,,,,,,
guildofguardians.com,https://cryptorank.io/ico/guild-of-guardians,https://www.guildofguardians.com?utm_source=cryptorank,0.075,1.42,18.89,,https://twitter.com/GuildOfGuardian,https://t.me/CryptoRankNews,,,https://www.facebook.com/guildofguardians,https://www.youtube.com/channel/UCu20EGlFduUAOx6IFWnjTOQ/featured,,
polydoge.com,https://cryptorank.io/ico/polydoge,https://www.polydoge.com/?utm_source=cryptorank,7.69e-8,3e-8,0.39,,https://twitter.com/PolyDoge,https://t.me/polydoge,,,,,https://github.com/polydoge,
dragonkart.com,https://cryptorank.io/ico/dragon-kart,https://dragonkart.com/?utm_source=cryptorank,0.160,0.337,2.1,,https://twitter.com/Dragonkartcom,https://t.me/dragonkartofficial,,,https://www.facebook.com/DragonKartCom/,,,
strip.finance,https://cryptorank.io/ico/strip-finance,https://www.strip.finance?utm_source=cryptorank,0.400,0.239,: ,,https://twitter.com/StripFinance,https://t.me/stripfinance,,,,,,https://www.linkedin.com/company/stripfinance/
pulsepad.io,https://cryptorank.io/ico/pulsepad,https://pulsepad.io/?utm_source=cryptorank,0.001,0.133,132.99,,https://twitter.com/PulsePad_App,https://t.me/pulsepadann,,,,,,
solrazr.com,https://cryptorank.io/ico/solrazr,https://solrazr.com/#Home?utm_source=cryptorank,2.75,1.99,0.73,,https://twitter.com/Solrazr_App,https://t.me/solrazr_community,,,,,https://github.com/solrazr-app,
defactor.com,https://cryptorank.io/ico/defactor,https://defactor.com/?utm_source=cryptorank,0.07,0.150,2.14,,https://twitter.com/defactor_,https://t.me/defactor_official,,,,,,https://www.linkedin.com/company/defactor
happyfans.club,https://cryptorank.io/ico/happy-fans,https://happyfans.club/?utm_source=cryptorank,0.000065,0.0000859,1.32,,https://twitter.com/HappyFansToken,https://t.me/happyfansann,,,https://www.facebook.com/HappyFansToken/,,,
dhealth.network,https://cryptorank.io/ico/dhealth,https://dhealth.network?utm_source=cryptorank,0.0632,0.0753,: ,,https://twitter.com/dHealth_Network,https://t.me/dHealthCommunity,,,,,https://github.com/dhealthproject,
